,VN102_RD,VN102_C1,VN102_C2,VN102_C3,VN102_C4,VN102_C5
-2.8,5.273003746150057,3.7774473591237587,2.740893456251042,2.657063410372977,8.310876560068726,6.960415259721909
-2.78,5.2721883242994485,3.819850258612631,2.7398128832294506,2.6607784746698893,8.28336709363302,6.905869243542198
-2.76,5.275105983050941,3.8633076235455706,2.738697208771484,2.664699504236245,8.257108830237893,6.852866648033982
-2.74,5.280033762126986,3.9110802108998866,2.737575915240476,2.668738747656266,8.230916419633795,6.806037735210857
-2.72,5.289269154977438,3.9599316038582812,2.736404050052368,2.6729224746750133,8.205971844230417,6.7606600831839625
-2.7,5.300824032168053,4.012937332934201,2.7352287253812184,2.6771698332451614,8.18109294436387,6.721087474337068
-2.68,5.317142151672719,4.066981646039472,2.734022265362703,2.6814949637114665,8.157465890847122,6.682841155269502
-2.66,5.336025093961915,4.124661327371554,2.7328159433586454,2.685833501336295,8.133904723980347,6.649899995318647
-2.64,5.359917776706008,4.183249850760314,2.731610863484713,2.6901884254882082,8.111642156620348,6.618121772404185
-2.62,5.38650801200278,4.244534359463816,2.7304111189022966,2.694515943289058,8.089447936602793,6.590995297634777
-2.6,5.418004685941115,4.3064928644959855,2.7292593919435175,2.6988099644386083,8.068629880841488,6.56483845665096
-2.58,5.452143288378792,4.369789135754667,2.728120614487402,2.7030476791792557,8.047884254777896,6.54256015080962
-2.56,5.49059175478644,4.433419848569967,2.7270983825552295,2.707216574975689,8.028650263912828,6.5210502690710275
-2.54,5.531360917177952,4.496662925740877,2.7260986311115354,2.7113197304534666,8.009495832795068,6.50261408374351
-2.52,5.575293969087702,4.559809094000692,2.7253012040641487,2.715342536652887,7.992022654568064,6.484765221156718
-2.5,5.620930653814991,4.6205602739335605,2.724536998431435,2.7193126335911124,7.974637963335329,6.46926564953289
-2.48,5.66812810866784,4.680712706784708,2.7240717855307883,2.7232183080989874,7.959021690809304,6.454210490114193
-2.46,5.716165978203698,4.7363023129072195,2.723649547803472,2.7270963648116098,7.943498492952073,6.440932979516071
-2.44,5.763939164666035,4.790751212347605,2.7236140866361382,2.7309406664411418,7.929697496253544,6.4280006700823655
-2.42,5.811569829473398,4.838463860915102,2.7236261608134504,2.7347774443966353,7.915987141721283,6.41644916530636
-2.4,5.857218762625205,4.8844924467644235,2.724066053092586,2.7386050267505255,7.903869779676831,6.405183058563655
-2.38,5.901800609500927,4.921791044692696,2.724551976163383,2.742428936673747,7.8918362593422815,6.395058543954186
-2.36,5.943141737942341,4.956907145640457,2.7254521763591466,2.746248358070594,7.881235558986256,6.385188047936877
-2.34,5.982737864149872,4.9816776260061495,2.726393867408185,2.7500588922883487,7.870710270208063,6.37633362628824
-2.32,6.018538153862518,5.003861701226031,2.7277089761367073,2.753858564398322,7.8614847559707055,6.36772180300253
-2.3,6.05229453161635,5.014647349593805,2.7290590102200984,2.7576562636372204,7.8523276509197215,6.36008037316856
-2.28,6.0824088410324695,5.0225833912482285,2.730723372497317,2.76145155158925,7.8444346404462,6.352685233080927
-2.26,6.110562036728058,5.01879293374389,2.7324138924124814,2.765275751771369,7.836608161266242,6.346275251978671
-2.24,6.135664217366974,5.012070851449375,2.734339831069212,2.76913528912369,7.830126776523603,6.340130482355587
-2.22,6.159123543743598,4.994131163498108,2.736283705562636,2.773077127613808,7.823716186225202,6.335046558649803
-2.2,6.180122216639281,4.973387074132694,2.738389002586659,2.777119556383565,7.81881969950719,6.33027835766963
-2.179,6.200779607557563,4.941117835698909,2.7406187152035084,2.781546307715898,7.813762062598549,6.326597782087905
-2.159,6.217971323018964,4.908034987980016,2.7428516838385355,2.7859531387339422,7.8107917193359055,6.323619358483816
-2.139,6.234099328405159,4.866622515794068,2.74510069499958,2.79067718169675,7.807821376073261,6.322221594301038
-2.119,6.247174116283738,4.82374010987855,2.747440613808051,2.7957184366043366,7.807009496152381,6.321555600775623
-2.099,6.258940382373242,4.775112599399542,2.7497987427760227,2.801249969138358,7.806197616231551,6.323084919222503
-2.079,6.266421072996652,4.725471246938677,2.7522600626478235,2.807271779298837,7.80786800234858,6.325596659712388
-2.059,6.272065088420167,4.67274427506772,2.7547464819172176,2.8139741773966542,7.809538388465665,6.331055666331553
-2.039,6.2719590431346,4.619472782124361,2.7573751311063215,2.8213571634318413,7.814001261739983,6.3377619035113
-2.019,6.269388686116324,4.565541226400073,2.7600368375684137,2.829616707837216,7.818464135014466,6.3482098323733736
-1.999,6.259942127117523,4.511493189010003,2.762885868577027,2.8387528106124034,7.826038318566011,6.3601576243348505
-1.979,6.247548624412855,4.458751524593555,2.7657758769766465,2.848966899557599,7.833612502117557,6.3766050055951125
-1.959,6.2279067752078605,4.406240396584189,2.7688980905919496,2.8602589746728526,7.844610361012375,6.394764631710072
-1.939,6.205158491788541,4.356413087932804,2.7720718740182244,2.8728347996416854,7.855608219907192,6.4180609923889715
-1.919,6.17564694192619,4.307059394462185,2.7755378863733173,2.8866943744641556,7.87027255712423,6.443216548848955
-1.899,6.143236849302633,4.261156014340157,2.7790705123746924,2.902039773993215,7.884936894341267,6.473949692652023
-1.879,6.105239688870441,4.215861513044389,2.7829806157049743,2.9188709982289307,7.903439382707324,6.506612463131393
-1.859,6.064848070806054,4.17425880585574,2.7869753686958987,2.9373714013207857,7.921941871073382,6.545064113639493
-1.839,6.020430282651131,4.13330759174486,2.7914498030970996,2.9575409832688555,7.9444507011036,6.585436771121017
-1.819,5.974286993028892,4.095920272927931,2.7960273326697664,2.979517150834762,7.966959531133817,6.631572449522637
-1.799,5.925749884654956,4.059161876809975,2.801189068214037,3.0032999040185873,7.993674077904305,6.679539411285428
-1.779,5.876186853958785,4.025632114770025,2.8064737492732417,3.028939611854473,8.020388624674792,6.733000223131565
-1.759,5.8257134256082015,3.9926721116850525,2.8124551215836955,3.056436274342504,8.051525356786172,6.788131707090025
-1.7389999999999999,5.774849826834269,3.962530887807385,2.8185861980993416,3.0857139451435556,8.082662088897552,6.8482752073852975
-1.7189999999999999,5.724319463965529,3.9328870955545674,2.8255655984443555,3.1167726242577083,8.118424001216393,6.909899909195738
-1.6989999999999998,5.6739319164847375,3.9056748880692758,2.8327321984866374,3.149396745379925,8.154185913535235,6.975968215551549
-1.6789999999999998,5.624891423815341,3.87889178377828,2.8409595968133736,3.183586308510277,8.194666024925835,7.0433728799506605
-1.6589999999999998,5.576428240350872,3.8542271289221217,2.8494188412423433,3.219009682061234,8.235146136316436,7.1147866184795525
-1.6389999999999998,5.53013037709244,3.8299363180838997,2.8591918802505525,3.2556668660328514,8.28012506450779,7.1875114536523075
-1.6190000000000002,5.484760508208093,3.807529542392254,2.869239817032453,3.293152042841073,8.325103992699143,7.26416957875653
-1.5990000000000002,5.4421722659302345,3.7854552434912017,2.880845507865172,3.3314652124859365,8.373821394946894,7.342274215088349
-1.5790000000000002,5.4007761493409605,3.7650868592878437,2.8927601775072884,3.3701558520375214,8.422538797194731,7.424718385103355
-1.5590000000000002,5.362522466986215,3.7450195188546864,2.906425727069215,3.409223961495845,8.47353796890438,7.508885347914438
-1.5390000000000001,5.325615542160657,3.726507739838698,2.920421414806471,3.448183882118882,8.524537140614077,7.598220689114224
-1.5190000000000001,5.291895419984243,3.708270471660636,2.936287885537837,3.487035613907512,8.575646609068913,7.689602171682778
-1.499,5.259541070372904,3.691445754269981,2.9524899831703535,3.5252598133426525,8.62675607752259,7.7871220783493245
-1.479,5.230099934112231,3.6748703105475897,2.970593966577983,3.562856480425216,8.675251377649543,7.886914456155163
-1.459,5.201907317858946,3.6595705439147355,2.989019505980774,3.599268001913031,8.723746677776496,7.993524247378674
-1.439,5.176134792559175,3.6444958967682437,3.0092671960226975,3.634494377806043,8.766628220524744,8.102389538484173
-1.419,5.1513994490965915,3.630594146013341,3.0297975371230836,3.667932323374331,8.809509763272992,8.21802132923543
-1.399,5.128523616005674,3.6168993769745765,3.0519295675546547,3.6995818386178128,8.843828512198549,8.335541409334816
-1.379,5.1064447159311595,3.604346527441283,3.074277707865409,3.7288079005080808,8.878147261124106,8.45872635747841
-1.359,5.085733052487418,3.59199519311485,3.0978504708247896,3.755610509045024,8.901400633724508,8.583037852502066
-1.339,5.065607347599704,3.5808217237142252,3.121546924564506,3.779378930522961,8.92465400632491,8.710728988165805
-1.319,5.046527101492274,3.569856112829932,3.1459442927260817,3.800113164941753,8.93517269673608,8.838413664867316
-1.299,5.02789490914781,3.5601198709453206,3.170350573353414,3.8173132596329515,8.945691387147251,8.966078964682145
-1.279,5.010209463181224,3.550600576531254,3.194807357953366,3.830979214596395,8.94287397825909,9.092313938772273
-1.259,4.992929765662329,3.542333437857804,3.2191392088424955,3.8408001400867215,8.940056569370928,9.214257935688426
-1.2389999999999999,4.976695810616439,3.5342872678444763,3.2427631020370096,3.846776036103756,8.924422544671081,9.333176289939022
-1.2189999999999999,4.960910030916157,3.5274826083468445,3.2661121577646326,3.848818991303774,8.908788519971235,9.443017716193218
-1.1989999999999998,4.946382828383424,3.520897038940231,3.2879038011799726,3.8469290056865963,8.88184451654771,9.54822141481822
-1.1789999999999998,4.932395016065397,3.515530723032319,3.309259961059455,3.84122493767636,8.854900513124186,9.639511930556063
