,0,1,2,3,4,5,6,7,8,9,10,11
-13.7,-0.18160006436189400,-0.18820096629903000,-0.1853011117933900,-0.1847577822176700,-0.1809180115974300,-0.1818976323855370,-0.18614497669649200,-0.17529151713893000,-0.19760515428167000,-0.1821270512613600,-0.18648946527919000,-0.18253296704868000
-13.65,-0.18138429768893000,-0.18821768579684100,-0.18519417202436800,-0.18436552247431000,-0.18090970322760300,-0.18197485026456000,-0.18618919823869100,-0.17540826201975700,-0.19768106118169800,-0.18240462097267000,-0.18650608826303200,-0.18234811617365400
-13.6,-0.1811956639079250,-0.1882250274685260,-0.1851270322256500,-0.18403223542654200,-0.18090027397482800,-0.18201533470775700,-0.186222887815395,-0.17559771186540100,-0.19771138907955800,-0.18268614202422200,-0.18652429751856200,-0.182169029822182
-13.55,-0.18104401994785300,-0.18822373366640800,-0.1850916212912870,-0.18375739581017700,-0.18089100837628700,-0.18201660906448400,-0.18624627163990700,-0.17585797369070200,-0.19769567463949700,-0.18293971998697300,-0.18653942749032400,-0.18199992405141700
-13.5,-0.18093717885998300,-0.18821702954751500,-0.18507642316754300,-0.183540058973615,-0.18088445345852600,-0.1819758529948700,-0.18626015019181700,-0.17617686759757800,-0.19763705570655700,-0.18312250547804100,-0.18654732175935300,-0.18184284296018600
-13.45,-0.18087866991661000,-0.18820893750136400,-0.18506747003014900,-0.18337951236449000,-0.18088346391319600,-0.18188744907508200,-0.18626314455004000,-0.1765353852486200,-0.1975408545112400,-0.18318624263306500,-0.18654610791606000,-0.1816985509041920
-13.4,-0.18086654859308300,-0.18820172050631700,-0.18504944237442800,-0.18327587316806000,-0.1808899142001030,-0.18174234060700700,-0.1862497909125260,-0.17691086873670600,-0.1974140156648050,-0.18308772234041300,-0.18653695463477000,-0.18156748862135600
-13.35,-0.18089380069889100,-0.1881937383584800,-0.18500704726641000,-0.1832306871044250,-0.18090371205877500,-0.18152989150753700,-0.18621152374156400,-0.1772791493813560,-0.19726458983167200,-0.18280146300094800,-0.18652349809521100,-0.18145048656132700
-13.3,-0.18095009433692800,-0.18817900259045900,-0.18492686669623400,-0.18324707956716500,-0.18092265987354900,-0.18124192145656700,-0.18614082862827700,-0.17761685758137900,-0.19710047278567400,-0.18232976487635400,-0.18651025922998900,-0.18134900603521800
-13.25,-0.1810241550059290,-0.18814889311284600,-0.18479954683347600,-0.1833290671737100,-0.18094328261034600,-0.180877459091042,-0.18603678088711600,-0.1779052064909960,-0.19692733229252500,-0.18170524123693700,-0.18650087910875500,-0.18126498282059500
-13.2,-0.18110594544162200,-0.18809526274394400,-0.18462170250386300,-0.1834795698996540,-0.1809621730909300,-0.18044600971087500,-0.18590920610032400,-0.17813441189691600,-0.19674641650392200,-0.18098446800910900,-0.18649708739951400,-0.18120050685237800
-13.15,-0.1811880831864360,-0.1880134096081120,-0.18439653885928300,-0.18369689868152900,-0.18097719410707300,-0.1799675083553680,-0.1857788401781110,-0.17830596556400400,-0.19655356804121000,-0.18023612282389900,-0.18649877866625400,-0.1811573888921660
-13.1,-0.18126644335058900,-0.18790365633926600,-0.18413255068110300,-0.18397080256641400,-0.18098809867257300,-0.17946868765873400,-0.18567240484445500,-0.17843083196010000,-0.1963404790579620,-0.17952833508649900,-0.18650485880857700,-0.18113650238096200
-13.05,-0.1813401571776480,-0.18777099147987800,-0.1838408385311080,-0.18428131199630700,-0.18099634776098700,-0.1789775573164700,-0.1856138906896540,-0.17852465712525400,-0.1960979595507960,-0.17891805127321900,-0.18651421702137800,-0.18113709057094100
-13.0,-0.18141107149350200,-0.18762309931957400,-0.1835324639845770,-0.1846024613095730,-0.1810042654159150,-0.1785184576983370,-0.1856152807282690,-0.17860295103787000,-0.195820065969831,-0.1784434256138230,-0.1865261768179570,-0.18115654853717400
-12.95,-0.18148272103223700,-0.18746783559410100,-0.18321745805623100,-0.1849089400356010,-0.18101412834991700,-0.17810911995008500,-0.18567105374680700,-0.17867834236631200,-0.19550810693223500,-0.17811977090954000,-0.18654017619201600,-0.18119093669617100
-12.9,-0.18155885529904300,-0.18731125717786100,-0.18290626410367600,-0.18518171584120000,-0.18102780593224700,-0.1777597748811560,-0.18576002410645200,-0.17875989021616800,-0.19517377287570900,-0.1779397775042940,-0.18655502526883300,-0.1812359506853770
-12.85,-0.18164171525747500,-0.18715696539891100,-0.1826123589341040,-0.18541026247836500,-0.18104715891311800,-0.17747353963230000,-0.18585421511994100,-0.17885315031717500,-0.19484045176601300,-0.17787828048404300,-0.1865685029042630,-0.18128789596867400
-12.8,-0.18173064595774400,-0.18700681404464100,-0.18235320111194300,-0.18559255870765700,-0.18107499347288400,-0.17724755243468600,-0.18592987202046900,-0.17895988522784300,-0.19454169294726600,-0.1779002717188760,-0.18657783588427300,-0.18134435063769600
-12.75,-0.18182186120186600,-0.18686230526597600,-0.1821472932529520,-0.1857352548313950,-0.18111584275649500,-0.1770748970309860,-0.1859746202466340,-0.17907733708325300,-0.19431600501183000,-0.17796960201106400,-0.18658074081604900,-0.1814043669672040
-12.7,-0.18190965205959900,-0.1867259010404940,-0.18200777787404200,-0.1858540968063420,-0.18117563633840200,-0.17694710130543300,-0.1859878961314530,-0.17919768469667100,-0.19419827262738200,-0.178056013301677,-0.1865763219772130,-0.18146820980206800
-12.65,-0.18198834285764800,-0.18660177321587200,-0.18193571211506700,-0.18597189749419900,-0.18125987775493200,-0.17685641833558900,-0.18597601416674000,-0.17930804820166300,-0.194209639081789,-0.17813923664142200,-0.1865654223618890,-0.18153676926841800
-12.6,-0.18205402424381700,-0.18649578640689200,-0.18191692056416100,-0.1861120977128960,-0.18137090282979100,-0.17679712514379800,-0.18594536423609800,-0.17939109085945800,-0.19434890162402700,-0.17821005254051300,-0.18655038738023200,-0.18161082260656300
-12.55,-0.18210554131288400,-0.18641463115079100,-0.18192474556292700,-0.1862898342536860,-0.18150547496208200,-0.17676556953553200,-0.185896847027231,-0.17942656091003800,-0.19458894005030200,-0.1782688990216830,-0.18653433503461700,-0.18169031854036300
-12.5,-0.1821445891271260,-0.18636430316914000,-0.1819280565264210,-0.18650538770070200,-0.18165391402841200,-0.17675926836697400,-0.18582344334526200,-0.17939426105353200,-0.19488101419814700,-0.17832289256580100,-0.18652016275339300,-0.18177394069516
-12.45,-0.18217486072550100,-0.18634854875282300,-0.1819014571159520,-0.18674355477506100,-0.18180140188539000,-0.17677575588083500,-0.18571162116438500,-0.1792783653806130,-0.1951672802993770,-0.17838220014380100,-0.18650980357580800,-0.1818592496574590
-12.4,-0.18220055868977900,-0.1863679420893210,-0.18183397754149600,-0.18697848836398400,-0.18193153419513400,-0.17681168945358500,-0.18554586226740000,-0.1790720240839470,-0.1953981055941680,-0.17845659316011000,-0.18650420217551800,-0.18194338727582500
-12.35,-0.18222494006960600,-0.1864198166527470,-0.18173315337365200,-0.18718170706345500,-0.18203119775161000,-0.1768623805707430,-0.18531435849936800,-0.1787805516010290,-0.1955472967448180,-0.17855261970319300,-0.1865039214842020,-0.18202391068067700
-12.3,-0.1822496569826330,-0.18649882400630800,-0.18162299833139200,-0.1873312443166660,-0.1820947395643500,-0.17692191684666300,-0.18501439156655200,-0.17842180799287000,-0.19561794534427000,-0.1786717553294260,-0.18650972016144500,-0.18209938532591500
-12.25,-0.18227515644521000,-0.18659780398228500,-0.18153686933089200,-0.1874190329575340,-0.18212548306729200,-0.1769839222390220,-0.18465766432724600,-0.17802332300241,-0.1956363873181540,-0.17881000618354800,-0.18652239786784500,-0.18216962256209800
-12.2,-0.18230168395931800,-0.1867088060407700,-0.18150791854815100,-0.18745274215754300,-0.1821339695145150,-0.17704275062563500,-0.18427590097896100,-0.17761661690554600,-0.195638375322585,-0.17895912577691000,-0.18654190997488600,-0.18223546679797000
-12.15,-0.182330061557999,-0.18682413546080000,-0.1815601509980470,-0.18745064036011300,-0.1821338209211010,-0.17709459447567200,-0.18392414141899200,-0.17722963823441400,-0.19565467613837600,-0.17910894910083100,-0.18656629504952800,-0.1822982240955700
-12.1,-0.18236159314079500,-0.1869373214892900,-0.18170280532161600,-0.18743212897133500,-0.1821371617668360,-0.17713801585306900,-0.1836761093310640,-0.17687858331975500,-0.1957020528063090,-0.17925008112853900,-0.186591184553072,-0.1823590793055520
-12.05,-0.18239712118640500,-0.18704396444633400,-0.18192961526797300,-0.18740913419545700,-0.1821515166369650,-0.1771737831176510,-0.18360742661246700,-0.17656135718571500,-0.19578171314741600,-0.17937612893205200,-0.1866103524514330,-0.18241873889887700
-12.0,-0.1824360112456080,-0.18714224864853100,-0.18222238878290900,-0.1873828335789600,-0.1821788760075930,-0.17720424681368400,-0.18376932088745700,-0.1762558596975730,-0.19588360904522800,-0.17948469905315800,-0.18661692990028500,-0.18247732433687400
-11.95,-0.18247589561288900,-0.1872328858086480,-0.1825563883361050,-0.18734673981744900,-0.1822164111099640,-0.17723257024479400,-0.1841637500713490,-0.17592562449078500,-0.19599319795567200,-0.1795770728752580,-0.1866047244385850,-0.18253451549796300
-11.9,-0.18251334915882400,-0.18731833827010200,-0.18290514849476600,-0.1872935390060430,-0.18225805644952500,-0.1772618674053680,-0.18473373869117100,-0.17553198030953500,-0.19609735481748900,-0.17965713594162900,-0.1865695409356290,-0.1825899276398710
-11.85,-0.18254509340111500,-0.18740139144393800,-0.18324399700971000,-0.1872213610728780,-0.1822964704097170,-0.1772942315193360,-0.18537597853240800,-0.1750479989124780,-0.19618751101014400,-0.17973005160602000,-0.18651071663390700,-0.18264361398718700
-11.8,-0.1825691174709560,-0.18748364297220700,-0.18355259326465800,-0.1871362016449010,-0.18232495765345600,-0.17732967765456600,-0.1859703523393730,-0.17446815361803000,-0.1962597338302360,-0.1798009712838420,-0.1864326390509370,-0.18269640466722200
-11.75,-0.18258510004227800,-0.18756475827968300,-0.18381680958513900,-0.18705021642934700,-0.1823389973115980,-0.1773652490704620,-0.18641304512917500,-0.17380949237483300,-0.19631269401252200,-0.17987387406156100,-0.18634525864113600,-0.18274978372883600
-11.7,-0.18259403290507000,-0.18764278388588700,-0.1840298064747640,-0.18697800439762000,-0.18233708048736500,-0.17739490207187100,-0.18664137232957400,-0.17310375980513100,-0.1963453441186440,-0.17995049699734900,-0.18626241679504700,-0.18280512330365000
-11.65,-0.18259766160292000,-0.18771513542261100,-0.18419207200457700,-0.18693307357974700,-0.18232051954233900,-0.17741070030308500,-0.18664485556901600,-0.1723835627644670,-0.19635596573080500,-0.1800295000717600,-0.1861975785879490,-0.18286263890359200
-11.6,-0.18259823977356300,-0.18777978902357900,-0.184310549742478,-0.18692523459378300,-0.18229221675850200,-0.1774052462439010,-0.18646209523909000,-0.17166777305395200,-0.19634281137223100,-0.1801063266971840,-0.18615849711474000,-0.1829208392263720
-11.55,-0.18259845849155700,-0.18783630388594600,-0.18439712998586700,-0.1869587322635120,-0.18225500683109900,-0.1773745573995650,-0.18616513042366400,-0.17095121341207500,-0.19630543071401700,-0.1801742396323740,-0.18614407010792500,-0.18297690325416100
-11.5,-0.18260120173261800,-0.18788619273139800,-0.1844666317614640,-0.18703106172286300,-0.18221049319489600,-0.17732008907459500,-0.18583509109726300,-0.17020240713148000,-0.1962457371426940,-0.18022662090393900,-0.1861456458527230,-0.1830276762409620
-11.45,-0.1826090257119280,-0.18793227626201900,-0.18453431258913900,-0.18713289423437900,-0.18215893759843300,-0.17724880521817700,-0.18553691578680500,-0.1693715602168620,-0.19616824141388500,-0.18025978979230100,-0.18615191926657000,-0.1830707346685110
-11.4,-0.18262361790906200,-0.18797714091190300,-0.18461286525225900,-0.18724970824484400,-0.18210010378936100,-0.1771711147828090,-0.18530356841567600,-0.1684083409877280,-0.19607936986905300,-0.18027480528345100,-0.18615453382583100,-0.18310510025713800
-11.35,-0.18264551107133600,-0.1880214915310710,-0.18470896975106800,-0.18736536277886600,-0.1820344257053120,-0.17709746426910700,-0.18513650044589200,-0.1672844103420560,-0.19598628977671400,-0.18027699370926800,-0.18615161573749900,-0.1831314640341060
-11.3,-0.18267398696070800,-0.188063406223972,-0.1848202233512080,-0.18746672567032800,-0.18196379462392000,-0.17703528571191100,-0.18501956311204100,-0.16601110668403500,-0.1958956415577710,-0.18027335985105300,-0.1861476814833420,-0.18315206362362100
-11.25,-0.182707001273694,-0.1880990032342810,-0.18493439068855000,-0.18754728270951100,-0.18189149133238200,-0.17698824724111800,-0.18493560359084800,-0.16464303032586200,-0.1958124108995550,-0.1802694183387150,-0.18615019331618600,-0.18317020869542900
-11.2,-0.18274124274473900,-0.18812427408235800,-0.18503265499157900,-0.1876080281401230,-0.18182132713324700,-0.17695864026654100,-0.18487584794781600,-0.16326555574572500,-0.19573923767513500,-0.18026729640258600,-0.18616480642446200,-0.18318928921536200
-11.15,-0.1827726167801710,-0.1881371659760660,-0.18509648249621900,-0.1876554413667310,-0.18175659309044300,-0.17695175803137400,-0.1848399337633570,-0.16197404717882200,-0.19567637616917000,-0.18026597373130800,-0.18619184300905300,-0.18321128721812600
-11.1,-0.18279719744199500,-0.18813882604457200,-0.185115357887443,-0.18769749983904100,-0.18169932786815900,-0.1769795245477390,-0.18483082847912900,-0.160856421445241,-0.19562228534058100,-0.18026321177094500,-0.18622541012913000,-0.18323524542522200
-11.05,-0.1828124026823860,-0.1881333320627990,-0.1850917207759980,-0.18773902340557600,-0.1816500500647460,-0.17706042483604300,-0.18484989151885400,-0.1599849916150920,-0.19557458290623300,-0.18025784203095200,-0.18625519505812900,-0.18325642860284800
-11.0,-0.18281783512786600,-0.18812605310822800,-0.185040552972811,-0.18777761996239600,-0.18160792076451500,-0.17721445173429500,-0.18489480887306300,-0.1594146135486810,-0.19553106569596100,-0.1802511191686670,-0.18626998814953500,-0.18326679649088000
-10.95,-0.18281531338940900,-0.18812153890932400,-0.18498377123503900,-0.18780138178044800,-0.18157132262384700,-0.1774543819455300,-0.1849601155494770,-0.15917996546695600,-0.19549055702534200,-0.1802468098246760,-0.1862613310541840,-0.1832569243035330
-10.900000000000000,-0.18280813865968800,-0.18812201900052300,-0.1849421459881030,-0.18778922309003700,-0.18153882937725800,-0.17777697855807800,-0.18503885671058800,-0.1592877468005290,-0.19545339358650400,-0.18025032688368400,-0.18622585752862600,-0.18321881221618700
-10.85,-0.18280006139986200,-0.18812713096649500,-0.18492855219294100,-0.18771415557309600,-0.18151019355497600,-0.17815878595048300,-0.18512448379977500,-0.15970784035986400,-0.19542140974889300,-0.18026712422208000,-0.1861658539994460,-0.1831483710195540
-10.8,-0.18279436373864300,-0.18813480559207600,-0.18494539972286900,-0.18754883457234700,-0.18148664565912000,-0.17855980604707700,-0.18521235751931300,-0.16037441069155000,-0.1953972827591290,-0.18030088617943400,-0.18608829180686800,-0.1830463251129350
-10.75,-0.18279313846791400,-0.18814277787087200,-0.18498655982754300,-0.18727179258550900,-0.18147011021235600,-0.17893443833796500,-0.18530019354116600,-0.16120434699485100,-0.19538338552247400,-0.18035250795073500,-0.18600290514143500,-0.1829173681208200
-10.7,-0.1827966485218380,-0.18814996478796900,-0.18504178837000600,-0.1868724225895350,-0.18146175682355100,-0.17924490940708000,-0.18538733707599700,-0.16212537382663200,-0.19538093628607900,-0.1804199856636060,-0.18592019708717300,-0.1827684350082890
-10.650000000000000,-0.18280289161748800,-0.1881570371111540,-0.18510098572596800,-0.18635325719525100,-0.18146075585844400,-0.17947119309786500,-0.18547346473374300,-0.1630949455537950,-0.19539008106977400,-0.18049860021694600,-0.1858500991472360,-0.18260690205965000
-10.6,-0.18280757557433800,-0.18816595816495100,-0.18515664408864500,-0.1857290707224370,-0.1814639719538860,-0.17961384185036200,-0.1855575032735930,-0.16409890653562700,-0.19541049157917100,-0.18058109943958100,-0.18580119571504300,-0.1824391271478970
-10.55,-0.18280457621282500,-0.1881787904855870,-0.185204468790872,-0.1850231801136090,-0.1814668300487000,-0.17968994217289300,-0.18563739884652000,-0.1651360614383210,-0.19544165735446100,-0.18065788998141900,-0.18577980530169100,-0.18226959266600800
-10.5,-0.18278690361648100,-0.18819634454870600,-0.1852431076745800,-0.18426202343747700,-0.1814650235788890,-0.17972521624670500,-0.18571093708846800,-0.16620176498289500,-0.19548265010710500,-0.1807177104096420,-0.18578895635701300,-0.1821007224027570
-10.45,-0.1827480595456480,-0.1882172700138580,-0.18527365703179900,-0.18346961092146500,-0.18145624787460800,-0.17974593075387500,-0.1857769611373020,-0.1672786241938580,-0.1955317176824910,-0.18074976059801900,-0.18582816971170000,-0.18193321258625700
-10.400000000000000,-0.1826834349501020,-0.18823809171417200,-0.18529896363371800,-0.18266362625290400,-0.18144102435503800,-0.1797730846965310,-0.1858359755679890,-0.16833543172437200,-0.1955860141626850,-0.18074732646143,-0.18589437135164800,-0.18176669352162900
-10.35,-0.18259136052033400,-0.1882543702414780,-0.18532262617484100,-0.1818545684104140,-0.18142215224043000,-0.17981985549727000,-0.1858895868766420,-0.16933173319584300,-0.19564165057609400,-0.1807114236609840,-0.185983239106833,-0.18160054548404100
-10.3,-0.18247333745223500,-0.18826249635504400,-0.18534792675929100,-0.18104811140857500,-0.1814030790754240,-0.17989202508767400,-0.1859390919004060,-0.17022579431463100,-0.19569421077578600,-0.18065253313227300,-0.18609019826511600,-0.18143485892591300
-10.25,-0.18233309642518400,-0.18826110467274000,-0.18537714291788900,-0.18024915224296600,-0.18138617579318600,-0.1799900139748020,-0.18598446492969700,-0.17098511883455200,-0.19573962276533500,-0.1805890893755240,-0.18621075667015000,-0.18127166503634300
-10.2,-0.1821748543302110,-0.188251400280421,-0.18541145188207700,-0.1794651056598120,-0.18137186096534700,-0.18011083810498800,-0.1860247504977140,-0.17159713830888100,-0.19577508925455300,-0.18054254169253100,-0.18634028899786700,-0.18111608513075800
-10.150000000000000,-0.18200178718942700,-0.1882363873472010,-0.1854512920121620,-0.17870647715527700,-0.1813588789253630,-0.18024912050083900,-0.18605943946921900,-0.1720752203994050,-0.19579979225402500,-0.18053041233497200,-0.18647355768701600,-0.18097654983888600
-10.1,-0.18181562855481700,-0.18821956426774600,-0.18549683317644000,-0.17798430931240700,-0.18134538218753500,-0.18039746360416100,-0.18608958704314000,-0.17245613469681400,-0.19581518901304500,-0.18056021333887400,-0.18660415989408900,-0.18086358020243300
-10.05,-0.1816174453088460,-0.18820380681489400,-0.18554821641822600,-0.17730563695668300,-0.18133021878895400,-0.18054708370486700,-0.18611787727266800,-0.1727893229062210,-0.19582484453299100,-0.18062715556143800,-0.1867242589709190,-0.1807872726194110
-10.0,-0.18140903292081200,-0.18819085029825100,-0.18560539198175600,-0.17666915874447600,-0.18131383819377200,-0.18068920721432700,-0.18614772069190100,-0.1731219606124170,-0.1958337624606900,-0.1807167573211970,-0.1868251579288950,-0.1807542617621060
-9.95,-0.18119419125967800,-0.18818140334689300,-0.18566758777314700,-0.17606356879701600,-0.18129840376117900,-0.18081684386926400,-0.18618189733269900,-0.17348487517620100,-0.19584724726716300,-0.18081086063795500,-0.1868989904484940,-0.18076533706591100
-9.900000000000000,-0.18097920504922500,-0.18817564712717700,-0.18573284987656500,-0.1754695795202640,-0.1812870611355010,-0.18092613172013900,-0.18622130093760700,-0.1738837267345940,-0.19586956533964100,-0.1808942095861690,-0.18694100345794800,-0.18081469194302100
-9.85,-0.18077212281845300,-0.1881737973998410,-0.18579824455597700,-0.17486482199252300,-0.18128262641886600,-0.18101663546648200,-0.18626423142004600,-0.1742982871773360,-0.19590289501350200,-0.18095913016303600,-0.1869511880542050,-0.1808913748466740
-9.8,-0.18058096891764100,-0.18817639247814200,-0.18586062905592200,-0.17422995302452600,-0.1812862066266960,-0.1810907069933490,-0.18630653466654500,-0.17469027574068600,-0.19594695711540800,-0.1810069427531310,-0.18693439891578400,-0.1809825905803840
-9.75,-0.18041150632587300,-0.1881840596236280,-0.18591737721375100,-0.1735542872874190,-0.18129648112449500,-0.18115243778629100,-0.18634269572639000,-0.17501711852017600,-0.19599924259135400,-0.18104576892956100,-0.18689908975650400,-0.1810773890164230
-9.7,-0.18026544597923100,-0.18819688619720000,-0.18596674104386100,-0.1728399308763150,-0.18131017482469000,-0.1812065532733870,-0.18636749384764000,-0.1752465661411810,-0.1960554755243170,-0.18108601047387600,-0.18685539247252500,-0.18116910949832700
-9.650000000000000,-0.18013987339245400,-0.18821379267617900,-0.18600801102183900,-0.17210390765573900,-0.18132344403406000,-0.18125754419569800,-0.18637754972054400,-0.17536716304652000,-0.1961102646077360,-0.18113597023178800,-0.1868134337860700,-0.181255777727368
-9.6,-0.1800284126743080,-0.18823237130631800,-0.1860418192803050,-0.17137771049221000,-0.18133320996721800,-0.18130916382871100,-0.18637226859057000,-0.17539170138671800,-0.19615817400536100,-0.1811994250362380,-0.1867823328008870,-0.18133881231038400
-9.55,-0.17992393132426500,-0.18824949337827400,-0.18607065709963200,-0.17070373609491500,-0.18133773768003400,-0.18136421207282900,-0.1863539369166460,-0.17535310859764400,-0.19619507178672500,-0.18127562704659400,-0.1867693869479400,-0.1814210478719640
-9.5,-0.17982154744057500,-0.1882624717937960,-0.18609909834370800,-0.17012891183368200,-0.18133645171942000,-0.18142451765530200,-0.18632693678529800,-0.17529427345690400,-0.19621916759511600,-0.1813612250173870,-0.18677867388423400,-0.18150499315998500
